player_id,player_name,birthday,height,weight
41146,Cedric Faure,1979-02-14,188,83
11323,Cedric Hengbart,1980-07-13,183,73
473858,Cedric Hountondji,1994-01-19,196,81
726956,Cedric Itten,1996-12-27,185,80
41121,Cedric Kante,1979-07-06,180,80
27512,Cedric Makiadi,1984-02-23,178,77
71603,Cedric Mongongu,1989-06-22,188,82
160627,Cedric Soares,1991-08-31,173,67
36016,Cedric van der Gun,1979-05-05,175,70
26287,Cedric Varrault,1980-01-30,183,70
466308,Cedric Yambere,1990-11-06,191,81
187279,Cedric,1992-03-08,168,62
33682,Cees Paauwe,1977-11-03,198,92
659779,Celestine Lazarus,1992-11-13,188,80
181194,Celestino,1987-01-02,178,74
51953,Celso Borges,1988-05-27,183,82
159465,Celso Ortiz,1989-01-26,175,70
36836,Cephas Chimedza,1984-12-05,178,78
37440,Cesar Arzo,1986-01-21,183,80
72541,Cesar Azpilicueta,1989-08-28,178,75
30472,Cesar Delgado,1981-08-18,175,72
25782,Cesar Fernando,1980-09-12,175,66
33828,Cesar Navas,1980-02-14,198,88
38888,Cesar Peixoto,1980-05-12,183,82
24494,Cesar Sanchez,1971-09-02,185,82
39702,Cesar,1979-05-19,183,78
450293,Cesar,1992-12-02,170,65
39419,Cesare Bovo,1983-01-14,180,79
27721,Cesare Natali,1979-04-05,193,89
30613,Cesc Fabregas,1987-05-04,175,74
78314,Ceyhun Gulselam,1987-12-25,193,88
92375,Cezary Wilk,1986-02-12,183,76
36040,Chadli Amri,1984-12-14,178,72
538336,Chadrac Akolo,1995-04-01,173,72
134220,Chafik Najih,1983-08-05,183,83
185067,Chaher Zarour,1983-03-14,188,83
46468,Chahir Belghazouani,1986-10-06,180,70
248169,Chaker Alhadhur,1991-12-04,173,65
111925,Chaker Zouaghi,1985-01-10,191,82
277761,Chancel Mbemba,1994-08-08,183,82
33100,Chaouki Ben Saada,1984-07-01,170,65
209439,Charalampos Mavrias,1994-02-21,178,70
50638,Charles Aranguiz,1989-04-17,170,70
93470,Charles Diers,1981-06-06,185,79
5700,Charles Dissels,1984-12-21,180,82
78185,Charles Kabore,1988-02-09,183,78
40570,Charles Mulgrew,1986-03-06,191,83
29581,Charles N'Zogbia,1986-05-28,170,70
93448,Charles Nwaogu Uchenna,1990-07-22,178,70
743720,Charles Pickel,1997-05-15,185,80
35882,Charles Takyi,1984-11-12,178,73
481106,Charles Telfer,1995-07-04,175,74
720738,Charles Traore,1992-01-01,180,74
426633,Charles-Elie Leprevotte,1992-10-04,178,73
213653,Charles,1984-04-04,178,75
39109,Charlie Adam,1985-12-10,185,82
187266,Charlie Austin,1989-07-05,188,84
68237,Charlie Daniels,1986-09-07,178,75
47333,Charlie Davies,1986-06-25,178,73
260969,Charlie I'Anson,1993-07-01,180,73
289137,Charlie Taylor,1993-09-18,185,72
480213,Charlie Trafford,1992-05-24,193,82
112119,Charlison Benschop,1989-08-21,191,91
178506,Charlton Vicento,1991-01-19,180,75
722766,Charly Musonda,1996-10-15,173,66
520299,Charni Ekangamene,1994-02-16,178,76
27654,Chavdar Yankov,1984-03-29,175,72
107216,Ched Evans,1988-12-28,183,76
40707,Cheick Diabate,1988-04-25,193,88
186153,Cheick Doukoure,1992-09-11,180,82
279449,Cheick Fantamady Diarra,1992-02-11,175,79
38373,Cheik Tiote,1986-06-21,180,86
94549,Cheikh Mbengue,1988-07-23,183,80
426612,Cheikh Ndoye,1986-03-29,193,90
148302,Cheikhou Kouyate,1989-12-21,193,78
75600,Chema,1980-04-25,188,82
38312,Chemcedine El Araichi,1981-05-18,178,75
120737,Chengdong Zhang,1989-02-09,183,84
98357,Chico Silva,1978-05-09,175,70
74663,Chico,1987-03-06,188,75
666954,Chidozie Awaziem,1997-01-01,188,78
36133,Chinedu Ede,1987-02-05,178,83
40176,Chinedu Obasi,1986-06-01,188,79
98401,Chiro N'Toko,1988-01-31,191,81
210186,"Chistopher Mfuyi,25",1989-07-03,183,75
43247,Chris Baird,1982-02-25,180,74
113772,Chris Basham,1988-07-20,180,80
23257,Chris Brunt,1984-12-14,188,85
240540,Chris Chantler,1990-12-16,173,70
32415,Chris Clark,1980-09-15,173,71
38856,Chris Eagles,1985-11-19,183,67
179050,Chris Erskine,1987-02-08,185,76
38067,Chris Gunter,1989-07-21,180,71
110947,Chris Herd,1989-04-04,173,76
32622,Chris Hogg,1985-03-12,183,79
40137,Chris Humphrey,1987-09-19,180,73
32474,Chris Innes,1976-07-13,183,77
23431,Chris Iwelumo,1978-08-01,191,95
47551,"Chris Katongo,30",1982-08-31,170,71
23724,Chris Killen,1981-10-08,183,71
34421,Chris Kirkland,1981-05-02,191,74
265363,Chris Loewe,1989-04-16,173,63
75500,Chris Makiese,1987-10-14,183,74
94313,Chris Malonga,1987-07-11,183,75
47555,Chris Martin,1988-11-04,185,73
243248,Chris Mavinga,1991-05-26,183,78
21849,Chris McCann,1987-07-21,185,75
17528,Chris Millar,1983-03-30,175,65
388025,Chris Philipps,1994-03-08,183,80
23728,Chris Porter,1983-12-12,185,83
24163,Chris Riggott,1980-09-01,183,78
21914,Chris Robertson,1986-10-11,191,74
165823,Chris Smalling,1989-11-22,193,90
34656,Chris Smith,1986-03-05,188,86
23729,Chris Swailes,1970-10-19,188,81
23016,Chris Turner,1987-01-03,180,79
27471,Chris,1978-08-25,185,78
266280,Christ Mbondi,1992-02-02,180,75
45496,Christiaan Kum,1985-09-13,183,70
34530,Christian Abbiati,1977-07-08,191,92
282474,Christian Alfonso,1989-05-02,178,75
41861,Christian Amoroso,1976-09-22,175,64
242887,Christian Atsu,1992-01-10,173,68
111068,Christian Bekamenga,1986-05-09,188,79
148315,Christian Benteke,1990-12-03,191,83
39444,Christian Brocchi,1976-01-30,170,70
67890,Christian Bruels,1988-09-30,178,74
178804,Christian Clemens,1991-08-04,178,80
24742,Christian Dailly,1973-10-23,183,81
39334,Christian Daniel Ledesma,1982-09-24,180,78
58358,Christian Dorda,1988-12-06,183,79
37381,Christian Eichner,1982-11-24,183,76
33772,Christian Eigler,1984-01-01,185,85
157723,Christian Eriksen,1992-02-14,178,71
18664,Christian Fernandez,1985-10-01,183,77
43061,Christian Fuchs,1986-04-07,185,86
27324,Christian Gentner,1985-08-14,188,81
282475,Christian Gomez,1989-07-27,180,75
40290,Christian Grindheim,1983-07-17,178,71
355358,Christian Guenter,1993-02-28,183,81
304017,Christian Irobiso,1993-05-28,191,77
149219,Christian Kabasele,1991-02-24,188,84
35437,Christian Kalvenes,1977-03-08,183,77
46230,Christian Kinkela,1982-05-25,175,72
67357,Christian Leite,1985-11-09,183,85
35988,Christian Lell,1984-08-29,183,80
39535,Christian Maggio,1982-02-11,183,79
448805,Christian Mathenia,1992-03-31,188,90
33956,Christian Nade,1984-09-18,185,80
25549,Christian Obodo,1984-05-11,175,72
30250,Christian Pander,1983-08-28,185,80
27693,Christian Panucci,1973-04-12,183,73
41727,Christian Pouga,1986-06-19,193,90
32937,Christian Poulsen,1980-02-28,183,76
50669,Christian Puggioni,1981-01-17,188,81
688295,Christian Pulisic,1998-09-18,173,69
288349,Christian Santos,1988-03-24,183,70
66930,Christian Schlauri,1985-03-30,180,74
92252,Christian Schneuwly,1988-02-07,178,73
25483,Christian Schulz,1983-04-01,185,80
25260,Christian Schwegler,1984-06-06,178,73
97727,Christian Strohdiek,1988-01-22,193,85
195783,Christian Supusepa,1989-04-02,183,79
39541,Christian Terlizzi,1979-11-25,191,80
34971,Christian Tiffert,1982-02-18,183,79
38183,Christian Timm,1979-02-27,180,73
27774,Christian Traesch,1987-09-01,180,75
35991,Christian Vander,1980-10-24,196,90
38490,Christian Vieri,1973-07-12,185,82
37354,Christian Weber,1983-09-15,175,76
27488,Christian Wetklo,1980-01-11,191,92
480799,Christian,1989-06-14,183,83
281847,Christie Elliot,1991-05-26,185,81
36051,Christoph Dabrowski,1978-07-01,196,82
185342,Christoph Hemlein,1990-12-16,180,79
29543,Christoph Janker,1985-02-14,185,77
269788,Christoph Kramer,1991-02-19,191,80
30649,Christoph Metzelder,1980-11-05,193,92
180126,Christoph Moritz,1990-01-27,185,80
30912,Christoph Spycher,1978-03-30,175,75
32581,Christophe Berra,1985-01-31,191,92
202510,Christophe Bertjens,1993-01-05,183,73
38246,Christophe Gregoire,1980-04-20,188,74
37044,Christophe Grondin,1983-09-02,180,77
40730,Christophe Jallet,1983-10-31,178,65
277412,Christophe Kerbrat,1986-08-02,183,74
42292,Christophe Lambert,1987-02-23,173,68
41176,Christophe Landrin,1977-06-30,178,75
26916,Christophe Lepoint,1984-10-24,188,83
46884,Christophe Mandanne,1985-02-07,170,62
41186,Christophe Revault,1972-03-22,185,88
200965,Christopher Avevor,1992-02-11,185,88
523758,Christopher Cadden,1996-09-19,183,71
407747,Christopher Dilo,1994-01-05,188,84
154229,Christopher Glombard,1989-06-05,178,74
36029,Christopher Heimeroth,1981-08-01,193,91
303343,Christopher Johnston,1994-09-03,165,68
314399,Christopher Kane,1994-09-05,180,76
192711,Christopher Maboulou,1990-03-19,185,79
32421,Christopher Maguire,1989-01-16,170,68
728125,Christopher McLaughlin,1998-03-22,178,73
33954,Christopher Mitchell,1988-07-21,175,68
704523,Christopher Nkunku,1997-11-14,175,64
94690,Christopher Noethe,1988-01-03,183,81
190010,Christopher Oualembo,1987-01-31,175,77
207952,Christopher Routis,1990-03-03,185,84
19020,Christopher Samba,1984-03-28,193,100
50395,Christopher Schorch,1989-01-30,188,80
460635,Christopher Teichmann,1995-10-13,178,58
201101,Christopher Verbist,1991-10-08,175,71
408104,Christos Donis,1994-10-09,183,75
12985,Christos Karypidis,1982-12-02,185,80
31092,Chu-Young Park,1985-07-10,183,75
298665,Chuks Aneke,1993-07-03,188,94
319055,Chuli,1991-01-25,178,73
150279,Chumbinho,1986-09-21,175,68
130670,Chung-Yong Lee,1988-07-02,180,69
161414,Ciaran Clark,1989-09-26,188,76
31244,Cicero,1984-08-26,183,72
43303,Cicero,1986-05-08,188,85
172430,Cicinho,1986-08-04,175,63
30996,Cicinho,1980-06-24,173,68
469282,Cihat Celik,1996-01-02,183,72
56852,Cillian Sheridan,1989-02-23,193,82
40203,Ciprian Marica,1985-10-02,185,80
103218,Ciprian Tatarusanu,1986-02-09,196,88
37768,Ciro Capuano,1981-07-10,185,78
161660,Ciro Immobile,1990-02-20,185,78
39713,Ciro Polito,1979-04-12,183,83
37211,Civard Sprockel,1983-05-10,180,75
41852,Claiton Dos Santos,1984-09-07,185,78
400962,Clarck Nsikulu,1992-07-10,178,72
26096,Clarence Seedorf,1976-04-01,178,80
199325,Clark Robertson,1993-09-05,188,76
23349,Clarke Carlisle,1979-10-14,191,79
94033,Claude Dielna,1987-12-14,183,86
17296,Claude Gnakpa,1983-06-09,183,87
474102,Claude Goncalves,1994-04-09,173,62
30695,Claude Makelele,1973-02-18,175,70
114688,Claudemir,1988-03-27,185,72
19524,Claudemir,1984-08-17,175,75
71602,Claudio Beauvue,1988-04-16,175,66
41862,Claudio Bellucci,1975-05-31,173,70
37421,Claudio Bravo,1983-04-13,183,80
26161,Claudio Cacapa,1976-05-29,180,78
38113,Claudio Lito,1975-02-03,170,65
42294,Claudio Lustenberger,1987-01-06,183,75
41890,Claudio Marchisio,1986-01-19,180,71
18853,Claudio Morel,1978-02-02,175,74
39218,Claudio Pani,1986-03-11,178,76
19427,Claudio Pitbull,1982-01-08,173,75
25366,Claudio Pizarro,1978-10-03,183,84
181433,Claudio Ramos,1991-11-16,183,80
39208,Claudio Rivalta,1978-06-30,173,68
41874,Claudio Terzi,1984-06-19,180,69
113968,Claudio Yacob,1987-07-18,180,73
164338,Claudio,1977-08-17,183,79
26263,Claudiu Keseru,1986-12-02,178,76
181313,Clebao,1983-07-09,185,86
31498,Cleber Santana,1981-06-27,188,80
307069,Cleber,1990-12-05,183,87
185518,Clemens Fandrich,1991-01-10,178,67
35989,Clemens Fritz,1980-12-07,183,81
118298,Clemens Walch,1987-07-10,180,77
41174,Clement Chantome,1987-09-11,180,71
182925,Clement Grenier,1991-01-07,185,72
311009,Clement Maury,1985-11-20,180,77
277444,Clement Tainmont,1986-02-13,185,72
470836,Clesio Bauque,1994-10-11,175,67
23864,Cleveland Taylor,1983-09-09,173,74
360509,Cleyton,1990-02-24,170,69
30956,Clint Dempsey,1983-03-09,185,84
23311,Clint Hill,1978-10-19,183,73
266105,Clinton Mata,1992-11-07,180,72
409161,Clinton Njie,1993-08-15,175,68
311111,Cofie Bekoe,1988-03-16,168,68
151063,Coke,1987-04-26,175,72
208699,Colin Coosemans,1992-08-03,185,83
35524,Colin Healy,1980-03-14,180,82
38865,Colin Kazim-Richards,1986-08-26,185,79
35475,Colin McMenamin,1981-02-12,178,69
32706,Colin Nish,1981-03-07,191,80
703659,Colin Trachsel,1997-09-28,178,75
417756,Coll Donaldson,1995-04-09,188,83
37156,Collin Benjamin,1978-08-03,183,80
30963,Collin Samuel,1981-08-27,175,75
243486,Collin van Eijk,1991-08-01,183,73
462085,Collins Fai,1992-08-13,168,60
24037,Collins John,1985-10-17,180,78
277796,Connor Laerenbergh,1993-03-18,180,78
611682,Connor Randall,1995-10-21,180,76
237562,Connor Ripley,1993-02-13,191,96
169721,Connor Wickham,1993-03-31,188,90
470003,Conor Brennan,1994-03-30,185,90
571546,Conor Grant,1995-04-18,175,80
419765,Conor Newton,1991-10-17,180,70
355740,Conor Pepper,1994-05-04,173,76
77727,Conor Sammon,1986-11-06,185,75
295069,Conor Townsend,1993-03-04,183,73
159663,Conrad Balatoni,1991-01-27,183,85
28081,Constant Djakpa,1986-10-17,178,74
318535,Constantin Nica,1993-03-18,185,75
424391,Corentin Fiore,1995-03-24,183,75
363359,Corentin Jean,1995-07-15,170,65
611714,Corentin Kocur,1995-10-17,178,70
473852,Corentin Tolisso,1994-08-03,180,78
43345,Cornel Predescu,1987-12-21,178,76
38581,Corona,1981-02-12,175,69
37473,Cosmin Contra,1975-12-15,180,74
43338,Cosmin Moti,1984-12-03,183,74
103428,Costel Pantilimon,1987-02-01,203,96
41073,Craig Beattie,1984-01-16,183,72
33781,Craig Bellamy,1979-07-13,175,69
32907,Craig Bryson,1986-11-06,170,60
40548,Craig Cathcart,1989-02-06,188,73
33693,Craig Conway,1985-05-02,175,67
46377,Craig Curran,1989-08-23,175,74
32674,Craig Dargo,1978-01-03,168,64
169162,Craig Dawson,1990-05-06,188,85
187668,Craig Eastmond,1990-12-09,183,75
24260,Craig Easton,1979-02-26,178,71
23034,Craig Fagan,1982-12-11,180,75
25075,Craig Gardner,1986-11-25,175,81
32562,Craig Gordon,1982-12-31,193,83
411207,Craig Moore,1994-08-16,173,70
410361,Craig Murray,1994-01-01,180,75
150596,Craig Noone,1987-11-17,178,69
109191,Craig Reid,1986-02-26,183,79
33914,Craig Samson,1984-04-01,188,80
419136,Craig Slater,1994-04-26,178,70
443967,Craig Storie,1996-01-13,175,71
183515,Craig Thomson,1991-04-17,178,74
408981,Craig Thomson,1995-03-10,173,69
473822,Craig Wighton,1997-07-27,185,72
25584,Cribari,1980-03-06,185,72
96839,Cris Santos,1984-01-17,178,70
30931,Cris,1977-06-03,183,77
528508,Crislan,1992-03-13,185,73
113695,Cristian Alvarez,1985-11-13,185,88
361340,Cristian Amado,1985-06-07,183,78
243608,Cristian Battocchio,1992-02-10,170,64
359189,Cristian Benavente,1994-05-19,173,68
31073,Cristian Benitez,1986-05-01,170,72
102628,Cristian Bustos,1983-05-29,175,75
439933,Cristian Ceballos,1992-12-03,183,77
27692,Cristian Chivu,1980-10-26,183,81
274456,Cristian Cuevas,1995-04-02,175,65
46297,Cristian Daniel Ansaldi,1986-09-20,180,76
8840,Cristian Florin Ianu,1983-10-16,178,72
114076,Cristian Gamboa,1989-10-24,175,67
500791,Cristian Herrera,1991-03-01,188,85
37445,Cristian Hidalgo,1983-09-21,170,66
18590,Cristian Llama,1986-06-26,180,76
287226,Cristian Lobato,1989-03-07,175,66
114339,Cristian Maidana,1987-01-24,180,74
574845,Cristian Manea,1997-08-09,183,69
24791,Cristian Molinaro,1983-07-30,183,82
115330,Cristian Pasquato,1989-07-20,173,70
33889,Cristian Portilla,1988-08-28,180,75
282692,Cristian Portu,1992-05-21,178,70
42650,Cristian Raimondi,1981-04-30,183,78
31104,Cristian Riveros,1982-10-16,178,74
26310,Cristian Rodriguez,1985-09-30,178,75
12766,Cristian Sapunaru,1984-04-05,188,81
39714,Cristian Silvestri,1975-01-21,185,82
41763,Cristian Stellini,1974-04-27,185,78
58294,Cristian Stuani,1986-10-12,185,76
183544,Cristian Suarez,1987-02-06,178,75
213704,Cristian Tello Herrera,1991-08-19,178,65
181189,Cristian Trombetta,1986-10-15,188,79
30906,Cristian Zaccardo,1981-12-21,183,77
24970,Cristian Zapata,1986-09-30,188,82
27701,Cristian Zenoni,1977-04-23,183,72
239350,Cristiano Biraghi,1992-09-01,183,78
39229,Cristiano Del Grosso,1983-03-24,175,70
38762,Cristiano Doni,1973-04-01,185,79
25337,Cristiano Lucarelli,1975-10-04,188,83
39313,Cristiano Lupatelli,1978-06-21,188,84
239964,Cristiano Piccini,1992-09-26,183,77
30893,Cristiano Ronaldo,1985-02-05,185,80
31739,Cristiano Zanetti,1977-04-14,180,75
163887,Cristiano,1990-11-29,196,90
22428,Cristiano,1983-09-28,175,69
50449,Cristobal Jorquera,1988-08-04,175,69
169753,Cristobal,1984-04-21,180,80
179059,Cristophe Diandy,1990-11-25,185,77
39388,Csaba Feher,1975-09-02,180,78
11061,Csaba Horvath,1982-05-02,193,82
149855,Cuco Martina,1989-09-25,183,72
640725,Curro Sanchez,1996-01-03,178,68
24658,Curtis Davies,1985-03-15,188,89
291854,Curtis Good,1993-03-23,188,85
30577,Custodio,1983-05-24,180,75
104388,"Cyprien Baguette,23",1989-05-12,188,84
40687,Cyriaque Louvion,1987-07-24,185,80
307015,Cyriaque Rivieyran,1991-04-17,173,67
526230,Cyriel Dessers,1994-12-08,185,80
26325,Cyril Jeunechamp,1975-12-18,178,68
26289,Cyril Rool,1975-04-15,175,72
38920,Cyril Thereau,1983-04-24,188,78
46224,Cyrille Merville,1982-04-14,180,75
110113,Daan Bovenberg,1988-10-25,183,74
282011,Daan Disveld,1994-01-20,178,80
279105,Daan Smith,1992-03-18,193,79
39878,Daan van Gijseghem,1988-03-02,183,84
512747,Dabney Dos Santos,1996-07-21,173,68
96615,Dady,1981-08-13,191,84
559029,Daimy Deflem,1994-05-04,178,68
30526,Daisuke Matsui,1981-05-11,175,67
522750,Dalbert,1993-09-08,180,74
611840,Dalcio Gomes,1996-05-22,185,80
356400,Dale Carrick,1994-01-07,180,70
161012,Daley Blind,1990-03-09,180,72
514806,Daley Sinkgraven,1995-07-04,178,64
12320,Dalibor Pleva,1984-04-02,180,69
33967,Dalibor Stevanovic,1984-09-27,183,75
77813,Dalibor Veselinovic,1987-09-21,198,91
38837,DaMarcus Beasley,1982-05-24,173,68
101969,Dame N'Doye,1985-02-21,185,81
132830,Damian Bellon,1989-08-28,178,77
433760,Damian Ciechanowski,1996-04-03,178,74
196238,Damian Dabrowski,1992-08-27,178,73
56867,Damian Escudero,1987-04-01,175,74
429845,Damian Garbacik,1996-01-30,185,80
173393,Damian Hops Chmiel,1987-05-06,175,73
309892,Damian Jakubik,1990-03-25,183,77
443987,Damian Kugiel,1995-05-30,188,82
113794,Damian Leandro Casalinuovo,1987-06-06,183,79
38952,Damian Macaluso Rojas,1980-03-09,180,80
195335,Damian Suarez,1988-04-27,173,75
465828,Damian Szymanski,1995-06-16,180,70
24423,Damian Tixier,1980-06-23,180,68
208315,Damian Zbozien,1989-04-25,185,80
27669,Damiano Ferronetti,1984-11-01,183,74
179206,Damiano Schet,1990-04-08,178,65
190971,Damiano Zanon,1983-09-02,178,73
27732,Damiano Zenoni,1977-04-23,185,74
46726,Damien Da Silva,1988-05-17,183,82
23030,Damien Delaney,1981-07-29,191,89
34574,Damien Duff,1979-03-02,178,75
473859,Damien Dussaut,1994-11-08,183,70
42147,Damien Germanier,1988-03-30,178,62
26290,Damien Gregorini,1979-03-02,193,90
38434,Damien Lahaye,1984-01-30,180,82
172610,Damien Le Tallec,1990-04-19,183,74
93347,Damien Marcq,1988-12-08,180,78
46004,Damien Miceli,1984-10-27,178,75
26345,Damien Perquis,1984-04-10,185,75
93348,Damien Perrinelle,1983-09-12,188,78
40701,Damien Plessis,1988-03-05,193,77
95977,Damien Rascle,1980-08-05,188,90
71472,Damien Tiberi,1985-08-23,180,74
25770,Damir Dzombic,1985-01-03,188,77
38247,Damir Mirvic,1982-11-30,185,82
27502,Damir Vrancic,1985-10-04,183,78
196186,Damjan Djokovic,1990-04-18,188,81
243440,Dammyano Grootfaam,1991-05-13,183,69
46810,Dan Gosling,1990-02-02,183,79
321020,Dan Mori,1988-11-08,185,78
249761,Dan Nistor,1988-05-06,180,72
299380,Dan Twardzik,1991-04-13,183,77
46392,Dani Abalo,1987-09-29,178,68
151058,Dani Benitez,1987-04-07,183,73
183497,Dani Castellano,1987-11-02,180,69
56846,Dani Estrada,1987-01-03,178,74
92527,Dani Fernandez,1983-01-20,180,69
433311,Dani Garcia,1990-05-01,180,75
183348,Dani Hernandez,1985-10-21,196,89
43282,Dani Mallo,1979-01-25,185,83
580704,Dani Ndi,1995-08-18,178,76
280528,Dani Nieto,1991-05-04,173,60
429893,Dani Quintana,1987-03-08,173,65
180270,Dani Sanchez,1984-11-10,178,76
174634,Dani Schahin,1989-07-09,188,82
295212,Dani Sotres,1993-05-21,183,78
163897,Dani,1990-01-17,178,67
25984,Daniel Agger,1984-12-12,191,84
33988,Daniel Alves,1983-05-06,173,70
436036,Daniel Amartey,1994-12-01,183,75
33018,Daniel Aranzubia,1979-09-18,185,82
181379,Daniel Ayala,1990-11-07,191,84
37319,Daniel Baier,1984-05-18,175,77
212873,Daniel Batz,1991-01-12,188,84
56932,Daniel Beichler,1988-10-13,183,77
215166,Daniel Boateng,1992-09-02,183,79
78142,Daniel Brezny,1977-12-19,183,77
37342,Daniel Brinkmann,1986-01-29,193,88
94915,Daniel Brosinski,1988-07-17,178,70
35828,Daniel Brueckner,1981-02-14,183,77
317277,Daniel Bujok,1994-11-24,175,73
188058,Daniel Burn,1992-05-09,201,87
188498,Daniel Caligiuri,1988-01-15,183,79
67940,Daniel Calvo,1979-07-11,175,67
40957,Daniel Candeias,1988-02-25,178,78
40940,Daniel Carrico,1988-08-04,180,80
282674,Daniel Carvajal,1992-01-11,173,73
531629,Daniel Ceballos,1996-08-07,175,65
37967,Daniel Chavez,1988-01-08,175,69
42052,Daniel Ciofani,1985-07-31,191,82
26399,Daniel Congre,1985-04-05,185,80
26143,"Daniel Cousin,20",1977-02-07,188,82
36852,Daniel Cruz,1981-05-09,180,76
177698,Daniel Davari,1988-01-06,193,90
37684,Daniel de Ridder,1984-03-06,180,75
432389,Daniel De Silva,1997-03-06,178,60
260486,Daniel Devine,1992-09-07,183,70
141145,Daniel Didavi,1990-02-21,180,78
21213,Daniel Dunst,1984-04-12,180,78
282168,Daniel Dziwniel,1992-08-19,178,72
150065,Daniel Elias Araujo Maykon,1984-04-20,178,78
93218,Daniel Fanger,1988-08-11,191,77
31299,Daniel Fernandes,1983-09-25,196,94
535957,Daniel Follonier,1994-01-18,185,78
23823,Daniel Fox,1986-05-29,180,78
24744,Daniel Gabbidon,1979-08-08,178,71
175806,Daniel Galbraith,1990-08-19,175,65
196126,Daniel Gimenez,1983-07-30,183,77
177720,Daniel Ginczek,1991-04-13,191,87
38759,Daniel Graham,1985-08-12,183,87
33778,Daniel Guiza,1980-08-17,180,80
30919,Daniel Gygax,1981-08-28,178,75
29303,Daniel Haas,1983-08-01,188,86
24138,Daniel Halfar,1988-01-07,173,68
172768,Daniel Hoeegh,1991-01-06,191,79
39843,Daniel Imhof,1977-11-22,178,77
33768,Daniel Jarque,1983-01-01,188,76
26257,Daniel Jensen,1979-06-25,178,73
150018,Daniel Kabir Mustafa,1984-08-02,191,84
256968,Daniel Kaufmann,1990-12-22,185,81
40600,Daniel Kome,1980-05-19,175,73
40523,Daniel Larsson,1987-01-25,175,79
42231,Daniel Lopar,1985-04-19,188,85
388793,Daniel Lopez,1985-10-25,188,90
277935,Daniel Lukasik,1991-04-28,178,73
30425,Daniel Majstorovic,1977-04-05,191,95
157249,Daniel Mojsov,1987-12-25,191,80
33599,Daniel Moreira,1977-08-08,178,75
39994,Daniel Niculae,1982-10-06,185,79
40103,Daniel Omoya Braaten,1982-05-25,183,85
111858,Daniel Opare,1990-10-18,175,74
40846,Daniel Oprita,1981-08-10,183,82
208710,Daniel Panizzolo,1986-03-25,183,75
75307,Daniel Parejo,1989-04-16,180,75
114664,Daniel Pavlovic,1988-04-22,183,76
522576,Daniel Pinillos,1992-10-22,183,74
295060,Daniel Potts,1994-04-13,173,70
43158,Daniel Pudil,1985-09-27,185,82
282295,Daniel Redmond,1991-03-02,175,67
207118,Daniel Royer,1990-05-22,178,73
97734,Daniel Schwaab,1988-08-23,188,76
32088,Daniel Seaborne,1987-03-05,191,75
27371,Daniel Sikorski,1987-11-02,183,76
291107,Daniel Soares Brites,1992-11-09,185,76
51553,Daniel Sturridge,1989-09-01,188,76
28110,Daniel Swanson,1986-12-28,168,59
39498,Daniel Tozser,1985-05-12,185,74
66891,Daniel Unal,1990-01-18,175,70
33085,Daniel van Buyten,1978-02-07,198,95
74169,Daniel Wass,1989-05-31,180,74
193176,Daniel Williams,1989-03-08,183,76
33285,Daniel Ziebig,1983-01-21,183,76
195413,Daniele Baselli,1992-03-23,183,70
34952,Daniele Bonera,1981-05-31,183,74
42387,Daniele Cacia,1983-08-23,183,74
41536,Daniele Capelli,1986-06-20,183,82
24405,Daniele Conti,1979-01-09,178,71
39556,Daniele Corvia,1984-11-22,180,81
41540,Daniele Croce,1982-09-09,173,68
30682,Daniele De Rossi,1983-07-24,185,83
39386,Daniele De Vezze,1980-01-09,173,70
27672,Daniele Dessena,1987-05-10,183,75
41378,Daniele Ficagna,1981-02-23,185,75
39534,Daniele Franceschini,1976-01-13,178,73
37541,Daniele Galloppa,1985-05-15,180,74
24793,Daniele Gastaldello,1983-06-25,185,77
41661,Daniele Mannini,1983-10-25,183,78
42692,Daniele Padelli,1985-10-25,191,82
27675,Daniele Paponi,1988-04-16,183,72
24792,Daniele Portanova,1978-12-17,185,78
111747,Daniele Ragatzu,1991-09-21,173,73
358155,Daniele Rugani,1994-07-29,191,82
67298,Daniele Russo,1985-11-03,193,84
585237,Daniele Verde,1996-06-20,168,64
11863,Danielson,1981-01-09,188,77
119839,Danijel Aleksic,1991-04-30,183,75
38773,Danijel Ljuboja,1978-09-04,188,80
177652,Danijel Marceta,1989-01-04,175,70
25751,Danijel Milicevic,1986-01-05,170,62
30477,Danijel Pranjic,1981-12-02,170,70
183230,Danijel Stojanovic,1984-08-18,185,79
115184,Danijel Subasic,1984-10-27,191,84
362120,Danilo Cataldi,1994-08-06,180,70
130155,Danilo D'Ambrosio,1988-09-09,180,75
209312,Danilo Dias,1985-11-06,173,63
210704,Danilo Fernando Avelar,1989-06-09,185,79
240235,Danilo Pereira,1991-09-09,188,80
207039,Danilo Soares,1991-10-29,170,72
27708,Danilo Soddimo,1987-09-27,180,70
143403,Danilo,1986-11-11,185,80
185909,Danilo,1979-08-13,173,67
19249,Danilo,1984-05-10,185,75
208077,Danilo,1991-07-15,183,78
208943,Danilo,1990-01-13,173,72
281339,Danilo,1985-05-28,175,72
570432,Danilo,1996-02-28,183,74
36789,Danko Lazovic,1983-05-17,183,80
417818,Danny Bakker,1995-01-16,178,70
38979,Danny Buijs,1982-06-21,183,76
24408,Danny Collins,1980-08-06,183,77
240537,Danny da Costa,1993-07-13,185,84
173317,Danny Drinkwater,1990-03-05,178,70
